token,display_token,position,importance_score
▁applied,▁applied,241,0.00290636657002919
rest,rest,256,0.002902171228893605
▁are,▁are,236,0.002630542753693744
3,3,250,0.002626238461416542
▁in,▁in,238,0.0025889217232935666
▁advance,▁advance,239,0.0025575744505843974
▁rates,▁rates,235,0.0025552701647442557
ating,ating,234,0.0025155626694962634
▁estimated,▁estimated,237,0.00250426472210908
/,/,224,0.0024914342181189385
▁artificial,▁artificial,242,0.0024877713830336206
astic,astic,223,0.0023994222331277146
▁which,▁which,227,0.0023947674830050512
▁(,▁(,249,0.002378795100650179
▁in,▁in,226,0.0023250895669576677
",",",",209,0.002321550937094038
▁testing,▁testing,225,0.002300527974790533
ermo,ermo,221,0.0022794647299193165
▁the,▁the,228,0.0022746368465614104
),),212,0.002273375268074547
▁forms,▁forms,208,0.0022628359047756814
el,el,222,0.002249692748849069
ive,ive,207,0.0022444275139876795
or,or,232,0.0022345514359567607
▁and,▁and,230,0.002208623646703139
astic,astic,201,0.0021874882018148036
",",",",194,0.002156886260687022
▁of,▁of,215,0.0021369618229764914
▁the,▁the,213,0.002128946302777507
▁he,▁he,233,0.002091866758496565
▁surfaces,▁surfaces,189,0.002072301851650582
",",",",190,0.0020683255350854675
▁parameters,▁parameters,203,0.0020674261812196433
▁the,▁the,196,0.0020057351256954122
▁where,▁where,195,0.002001256871577101
▁use,▁use,214,0.001994587995567646
ermo,ermo,199,0.0019905283211977443
oth,oth,220,0.0019826089833391227
▁aer,▁aer,219,0.0019680851504056307
▁(,▁(,210,0.0019678052469537335
▁assume,▁assume,204,0.0019589290052656415
/,/,231,0.0019549545934914
▁and,▁and,191,0.0019503969146587737
▁less,▁less,205,0.0019500253112984972
▁pressure,▁pressure,229,0.0019486100808695545
▁restrict,▁restrict,206,0.0019451596385444644
complete,complete,218,0.0019425136395179311
▁flutter,▁flutter,193,0.0019248124259964436
el,el,200,0.0019176857797612115
2,2,211,0.0019004026249838843
▁similarity,▁similarity,202,0.001877432063798232
in,in,217,0.0018713272286832992
ting,ting,188,0.0018518277353386996
▁aer,▁aer,197,0.0018458757341765458
▁parameter,▁parameter,150,0.0018229871878191052
▁/,▁/,216,0.001805003004104851
▁plate,▁plate,186,0.0017951658487255
oth,oth,198,0.0017895620958753
",",",",174,0.001784060334574085
▁panel,▁panel,192,0.001775421036106463
▁parameter,▁parameter,146,0.0017602969062068957
▁of,▁of,183,0.001745837107305487
▁and,▁and,147,0.0017450826475508712
▁as,▁as,176,0.0017434524092944407
▁and,▁and,182,0.0017348793322092726
ction,ction,145,0.0017269828670000128
ized,ized,172,0.0017260192889387402
▁conflict,▁conflict,159,0.0017205714552374282
▁situations,▁situations,173,0.0017148997580944143
▁the,▁the,177,0.0017119699581094059
),),167,0.0016817912022503321
▁of,▁of,179,0.0016786166321260637
▁structures,▁structures,181,0.0016733727029868478
▁at,▁at,169,0.0016399179220687172
▁special,▁special,171,0.0016396267751264352
.,.,151,0.001639323230457625
▁behavior,▁behavior,178,0.0016391838705365068
▁more,▁more,170,0.0016383835145704286
▁expansion,▁expansion,149,0.00163764379840583
▁this,▁this,157,0.0016345383809393873
▁basic,▁basic,158,0.0016334962276336423
▁include,▁include,164,0.0016313773814269905
▁lif,▁lif,187,0.00160909638564906
▁solid,▁solid,185,0.0016073197871470939
▁These,▁These,163,0.0015870913351876534
▁parameter,▁parameter,142,0.0015861512885372406
.,.,162,0.0015807912988729028
▁number,▁number,137,0.0015790160697282262
▁thermal,▁thermal,148,0.0015688879282671538
▁are,▁are,160,0.001562799211513788
▁with,▁with,156,0.0015597876726211744
astic,astic,141,0.0015535830910858332
▁looking,▁looking,168,0.0015499184737305543
▁thin,▁thin,184,0.0015416455371321828
▁heat,▁heat,143,0.0015235325160507696
▁presented,▁presented,161,0.0015221501684208605
▁a,▁a,138,0.0015189376987076136
▁wing,▁wing,180,0.0015047862017085905
▁such,▁such,175,0.0015029496818747359
▁of,▁of,154,0.0014781597413873497
1,1,166,0.0014583338400779187
▁number,▁number,133,0.0014514444976836353
▁dealing,▁dealing,155,0.0014211043662798954
ero,ero,139,0.0014161003402685499
ature,ature,100,0.0014157460851563402
▁condu,▁condu,144,0.0014147227628868522
el,el,140,0.001404491050550408
▁(,▁(,165,0.0013947951791910573
▁the,▁the,128,0.0013914719535741149
olds,olds,136,0.0013752500803577911
▁between,▁between,127,0.0013651389277101395
ans,ans,153,0.0013495300221883857
stream,stream,131,0.0013483392834680746
▁for,▁for,115,0.001344725231386591
▁Me,▁Me,152,0.0013436502761212388
.,.,122,0.0013427690687494724
▁than,▁than,120,0.0013415250836426695
",",",",103,0.0013414282863080662
▁re,▁re,134,0.0013385384902439112
▁a,▁a,116,0.001335576444724736
▁occurs,▁occurs,126,0.0013346829555976004
▁unity,▁unity,121,0.0013152977922554492
▁tunnel,▁tunnel,102,0.001304386930038043
▁The,▁The,123,0.0012960192208519928
▁achieve,▁achieve,114,0.0012946348299622329
-,-,130,0.0012925497857247388
▁conflict,▁conflict,125,0.0012913318695867621
-,-,98,0.0012843275671424502
▁wind,▁wind,101,0.0012797185853921315
▁ratio,▁ratio,118,0.0012777401024997885
astic,astic,83,0.0012723202298867238
▁difficult,▁difficult,112,0.001266299259733083
▁other,▁other,119,0.0012611291310026564
▁primary,▁primary,124,0.0012597856783954644
▁to,▁to,113,0.0012594860282813829
ation,ation,97,0.0012571696668424346
▁a,▁a,92,0.0012565140654316048
▁scale,▁scale,117,0.0012463112252011142
yn,yn,135,0.0012447157244948382
▁mach,▁mach,132,0.0012390022354223911
temper,temper,99,0.0012326350846782633
▁free,▁free,129,0.0012289483077347323
astic,astic,73,0.0012236975217640319
ermo,ermo,81,0.0012205783752664177
▁be,▁be,110,0.0012170796619099958
▁in,▁in,91,0.0012141315802707206
▁very,▁very,111,0.0012133754826875586
▁is,▁is,89,0.0012111415790883634
▁problem,▁problem,74,0.0012096450497638422
-,-,94,0.0012056769756132282
▁placed,▁placed,90,0.0011967905905355151
▁model,▁model,84,0.0011956553508818545
▁to,▁to,109,0.001188032831560953
ermo,ermo,71,0.0011823542374166972
▁high,▁high,93,0.0011800580999657433
▁the,▁the,87,0.001179795354191085
",",",",85,0.0011705106759899182
▁where,▁where,86,0.0011700094135704987
▁aer,▁aer,79,0.0011680476178297981
▁is,▁is,107,0.001162093052625478
▁model,▁model,88,0.0011591559970893766
▁combined,▁combined,68,0.0011493041065048105
oth,oth,80,0.001148702848222742
▁the,▁the,67,0.0011480651954253887
▁shown,▁shown,108,0.0011457271020791082
▁sim,▁sim,104,0.0011434029530122888
itude,itude,106,0.0011421068505629325
el,el,72,0.0011417858687885673
st,st,95,0.0011413799814426573
el,el,82,0.0011325138246594257
▁aer,▁aer,69,0.0011285768151780059
il,il,105,0.0011170090496755672
▁the,▁the,77,0.0011134400165975973
",",",",57,0.0011126909085546837
oth,oth,70,0.0010994348155298414
▁problems,▁problems,63,0.0010981740774756669
agn,agn,96,0.0010979985416332094
▁up,▁up,66,0.0010932329039846415
▁and,▁and,58,0.0010920296510057164
▁general,▁general,78,0.00107943523500775
lection,lection,62,0.0010794003753298383
▁For,▁For,76,0.0010723963968199274
▁which,▁which,64,0.0010623039036402266
.,.,75,0.0010566037179951869
▁make,▁make,65,0.0010559324628721957
ction,ction,53,0.001041167387060761
",",",",50,0.0010309789933804648
▁to,▁to,54,0.0010308536362679797
▁the,▁the,55,0.0010163457931926868
-,-,60,0.0010154383139250383
▁interior,▁interior,56,0.0010137486057039198
▁stress,▁stress,59,0.0010088865752047203
astic,astic,9,0.001004872842911494
def,def,61,0.0009984649586542694
ynamic,ynamic,48,0.000980814340352483
el,el,8,0.0009783250555468906
.,.,11,0.000976961054025181
▁flow,▁flow,49,0.0009758386542441879
▁the,▁the,43,0.0009687382415849626
▁testing,▁testing,10,0.000964982241263287
▁of,▁of,42,0.0009601572584605041
▁individual,▁individual,44,0.0009575720093423214
▁equations,▁equations,41,0.0009569733940029574
▁aer,▁aer,46,0.0009554670993152077
ermo,ermo,7,0.0009496542399266528
▁heat,▁heat,51,0.0009384920721781105
▁external,▁external,45,0.000927574728322297
ning,ning,40,0.0009223071090886565
▁the,▁the,37,0.0009186693275147602
od,od,47,0.0009124182759162327
▁appropriate,▁appropriate,38,0.0009094612878436654
▁condu,▁condu,52,0.0009024009459985517
ensional,ensional,36,0.0008963760722029162
oth,oth,6,0.0008963430462768774
▁by,▁by,31,0.0008914991196721152
▁are,▁are,29,0.0008825970460652078
im,im,35,0.0008789262448768978
▁n,▁n,33,0.0008785982119846559
▁making,▁making,32,0.0008707701030181389
▁obtained,▁obtained,30,0.0008653244529183159
▁These,▁These,28,0.0008621137352226801
ond,ond,34,0.0008586347274226859
▁gover,▁gover,39,0.0008534958385505781
▁aer,▁aer,5,0.0008380283851829695
astic,astic,20,0.000835933952191059
▁for,▁for,4,0.0008333779327138859
.,.,27,0.0008275469340221877
▁testing,▁testing,21,0.0008238757187395711
▁range,▁range,26,0.0008209648396930897
▁the,▁the,25,0.0008176777784531012
el,el,19,0.0008110121904810778
ermo,ermo,18,0.0008063897653692258
▁laws,▁laws,3,0.0008033402821275217
▁are,▁are,22,0.0008020378983211934
▁in,▁in,24,0.000801653742096264
▁for,▁for,15,0.0007816521639907714
▁presented,▁presented,23,0.0007744309184939243
oth,oth,17,0.000773591837239522
▁aer,▁aer,16,0.0007724889107631602
ity,ity,2,0.0007475587111569839
▁laws,▁laws,14,0.0007403855608523831
▁similarity,▁similarity,13,0.000726192226395932
▁The,▁The,12,0.0007248606806485102
▁Similar,▁Similar,1,0.0005951521320916518
